ARCID,ATYP,ADEP,ADES,RM,ARF,ETD,TT,ETA,recat,size_seats_avg,minutes_eta,minutes_etd,minutes_tt,is_ecac,airline,distancia_km,is_departed,is_inside_radius,is_gpd_candidate,flight_status,assigned_slot,total_delay,air_delay,ground_delay
VLG2TP,A321,LIRN,LEBL,ECMPV,340,8:14:00,9,9:40:00,D,207.0,580.0,494.0,9.0,True,VLG,971.0653333333335,False,True,True,GPD CANDIDATE,792.2727,212.2727,0.0,212.2727
DAL168,A333,KJFK,LEBL,N810NW,390,2:25:00,30,9:45:00,B,284.0,585.0,145.0,30.0,False,DAL,5868.216333333333,True,False,False,EXEMPT INTERNATIONAL,585.0,0.0,0.0,0.0
VLG3AW,A320,LEST,LEBL,ECMAN,320,8:15:00,15,9:45:00,D,173.0,585.0,495.0,15.0,True,VLG,943.9026666666667,False,True,True,GPD CANDIDATE,793.6364,208.63639999999998,0.0,208.63639999999998
VLG41QL,A321,LDDU,LEBL,ECMQL,340,7:59:00,9,9:50:00,D,207.0,590.0,479.0,9.0,True,VLG,1310.5986666666668,False,True,True,GPD CANDIDATE,795.0,205.0,0.0,205.0
VLG68LU,A319,LIRQ,LEBL,ECMKV,350,8:35:00,20,9:50:00,D,144.0,590.0,515.0,20.0,True,VLG,672.2760000000001,False,True,True,GPD CANDIDATE,796.3636,206.36360000000002,0.0,206.36360000000002
RYR74XY,B738,EBBR,LEBL,EIDCJ,370,8:19:00,13,9:50:00,D,184.0,590.0,499.0,13.0,True,RYR,984.6466666666666,False,True,True,GPD CANDIDATE,797.7273,207.7273,0.0,207.7273
VLG2EQ,A20N,EKCH,LEBL,ECNCS,390,7:25:00,10,9:50:00,D,180.0,590.0,445.0,10.0,True,VLG,1758.7826666666667,False,True,True,GPD CANDIDATE,799.0909,209.09090000000003,0.0,209.09090000000003
BAW484C,A319,EGLL,LEBL,GEUOE,350,8:27:00,27,9:50:00,D,144.0,590.0,507.0,27.0,True,BAW,685.8573333333334,False,True,True,GPD CANDIDATE,800.4545,210.45450000000005,0.0,210.45450000000005
WMT3025,A21N,LIMC,LEBL,9HWNI,330,8:51:00,16,9:55:00,D,220.0,595.0,531.0,16.0,True,WMT,577.2066666666667,False,True,True,GPD CANDIDATE,801.8182,206.81820000000005,0.0,206.81820000000005
VLG8SD,A320,LEBB,LEBL,ECJYX,300,8:57:00,10,9:55:00,D,173.0,595.0,537.0,10.0,True,VLG,577.2066666666667,False,True,True,GPD CANDIDATE,803.1818,208.18179999999995,0.0,208.18179999999995
WJA8,B789,CYYC,LEBL,CGKKN,410,1:10:00,10,9:55:00,B,284.0,595.0,70.0,10.0,False,WJA,7391.486333333334,True,False,False,EXEMPT INTERNATIONAL,597.0,2.0,2.0,0.0
NMA7800,A320,HELX,LEBL,SUNMH,340,5:35:00,5,10:00:00,D,173.0,600.0,335.0,5.0,False,NMA,3456.4493333333335,False,False,False,EXEMPT INTERNATIONAL,600.0,0.0,0.0,0.0
RYR588Q,B738,LIPE,LEBL,EIENP,350,8:40:00,15,10:00:00,D,184.0,600.0,520.0,15.0,True,RYR,808.0893333333335,False,True,True,GPD CANDIDATE,804.5455,204.54549999999995,0.0,204.54549999999995
EJU96WZ,A319,EGKK,LEBL,OELQU,350,8:39:00,13,10:10:00,D,144.0,610.0,519.0,13.0,True,EJU,984.6466666666666,False,True,True,GPD CANDIDATE,805.9091,195.90909999999997,0.0,195.90909999999997
VLG6JG,A320,LEZL,LEBL,ECMYB,340,9:09:00,10,10:15:00,D,173.0,615.0,549.0,10.0,True,VLG,685.8573333333334,False,True,True,GPD CANDIDATE,807.2727,192.2727,0.0,192.2727
AAO14,E50P,LEGE,LEBL,OKVAN,100,9:59:00,9,10:15:00,F,5.0,615.0,599.0,9.0,True,AAO,6.945,False,True,True,GPD CANDIDATE,808.6364,193.63639999999998,0.0,193.63639999999998
LOT437,B738,EPWA,LEBL,SPLWD,380,7:35:00,15,10:15:00,D,184.0,615.0,455.0,15.0,True,LOT,1894.5960000000002,False,True,True,GPD CANDIDATE,810.0,195.0,0.0,195.0
JFA99X,PC24,LSZA,LEBL,LXZAP,310,9:05:00,5,10:15:00,F,8.0,615.0,545.0,5.0,True,JFA,275.485,False,True,True,GPD CANDIDATE,811.3636,196.36360000000002,0.0,196.36360000000002
KLM41H,B738,EHAM,LEBL,PHBXF,390,8:38:00,15,10:20:00,D,184.0,620.0,518.0,15.0,True,KLM,1106.878666666667,False,True,True,GPD CANDIDATE,812.7273,192.7273,0.0,192.7273
AXE8108,B733,LIRQ,LEBL,LYCHF,350,9:23:00,20,10:20:00,E,142.0,620.0,563.0,20.0,True,AXE,311.136,False,True,True,GPD CANDIDATE,814.0909,194.09090000000003,0.0,194.09090000000003
DLH51F,A320,EDDM,LEBL,DAIUE,370,9:00:00,12,10:25:00,D,173.0,625.0,540.0,12.0,True,DLH,916.74,False,True,True,GPD CANDIDATE,816.8182,191.81820000000005,0.0,191.81820000000005
AXY632K,CRJ2,LFMN,LEBL,9HYOU,270,9:29:00,14,10:25:00,E,49.0,625.0,569.0,14.0,True,AXY,360.5226666666667,False,True,True,GPD CANDIDATE,818.1818,193.18179999999995,0.0,193.18179999999995
PGT1ZF,A21N,LTFJ,LEBL,TCRBL,330,7:20:00,15,10:25:00,D,220.0,625.0,440.0,15.0,True,PGT,2234.1293333333333,False,True,True,GPD CANDIDATE,819.5455,194.54549999999995,0.0,194.54549999999995
RYR4QJ,B738,LIME,LEBL,EIEMA,310,9:26:00,13,10:25:00,D,184.0,625.0,566.0,13.0,True,RYR,550.044,False,True,True,GPD CANDIDATE,820.9091,195.90909999999997,0.0,195.90909999999997
EJU86QA,A319,EGGD,LEBL,OELQQ,390,9:04:00,9,10:35:00,D,144.0,635.0,544.0,9.0,True,EJU,1038.972,False,True,True,GPD CANDIDATE,822.2727,187.2727,0.0,187.2727
VLG5HA,A320,EHAM,LEBL,ECKDX,370,8:42:00,10,10:35:00,D,173.0,635.0,522.0,10.0,True,VLG,1324.18,False,True,True,GPD CANDIDATE,823.6364,188.63639999999998,0.0,188.63639999999998
IBE2630,A332,KMIA,LEBL,ECOHY,400,1:55:00,10,10:45:00,B,281.0,645.0,115.0,10.0,False,IBE,7464.022999999999,True,False,False,EXEMPT INTERNATIONAL,645.0,0.0,0.0,0.0
IBE04YZ,A321,LEMD,LEBL,ECJDM,260,9:57:00,15,10:45:00,D,207.0,645.0,597.0,15.0,True,IBE,373.4866666666667,False,True,True,GPD CANDIDATE,825.0,180.0,0.0,180.0
VLG141P,A320,LEIB,LEBL,ECMBE,180,10:06:00,7,10:50:00,D,173.0,650.0,606.0,7.0,True,VLG,427.812,False,True,True,GPD CANDIDATE,826.3636,176.36360000000002,0.0,176.36360000000002
VLG71PG,A320,EGKK,LEBL,ECMES,350,8:29:00,19,10:50:00,D,173.0,650.0,509.0,19.0,True,VLG,1582.2253333333335,False,True,True,GPD CANDIDATE,827.7273,177.7273,0.0,177.7273
VLG55UB,A21N,EDDM,LEBL,ECNYE,350,9:23:00,13,10:50:00,D,220.0,650.0,563.0,13.0,True,VLG,930.3213333333333,False,True,True,GPD CANDIDATE,829.0909,179.09090000000003,0.0,179.09090000000003
IBE26MK,A339,KJFK,LEBL,CSTKH,400,4:10:00,30,10:50:00,B,288.0,650.0,250.0,30.0,False,IBE,5287.923000000001,False,False,False,EXEMPT INTERNATIONAL,651.0,1.0,1.0,0.0
RYR29LL,B738,EPGD,LEBL,EIDPI,380,8:23:00,14,10:55:00,D,184.0,655.0,503.0,14.0,True,RYR,1799.5266666666669,False,True,True,GPD CANDIDATE,830.4545,175.45450000000005,0.0,175.45450000000005
DLH76E,A20N,EDDF,LEBL,DAINJ,390,9:16:00,16,10:55:00,D,180.0,655.0,556.0,16.0,True,DLH,1052.5533333333335,False,True,True,GPD CANDIDATE,831.8182,176.81820000000005,0.0,176.81820000000005
TSC260,A21N,CYUL,LEBL,CGOKG,360,3:55:00,10,11:00:00,D,220.0,660.0,235.0,10.0,False,TSC,5561.5560000000005,False,False,False,EXEMPT INTERNATIONAL,660.0,0.0,0.0,0.0
VLG2DY,A320,LPPT,LEBL,ECOJH,380,9:01:00,15,11:00:00,D,173.0,660.0,541.0,15.0,True,VLG,1337.7613333333334,False,True,True,GPD CANDIDATE,833.1818,173.18179999999995,0.0,173.18179999999995
VLG7BQ,A321,LGAV,LEBL,ECNLV,340,8:16:00,11,11:00:00,D,207.0,660.0,496.0,11.0,True,VLG,2003.246666666667,False,True,True,GPD CANDIDATE,834.5455,174.54549999999995,0.0,174.54549999999995
KAC135,A338,OKKK,LEBL,9KAPF,400,5:05:00,10,11:00:00,B,250.0,660.0,305.0,10.0,False,KAC,4925.239666666666,False,False,False,EXEMPT INTERNATIONAL,663.0,3.0,3.0,0.0
VLG87JF,A321,EIDW,LEBL,ECMGY,350,8:55:00,2,11:05:00,D,207.0,665.0,535.0,2.0,True,VLG,1663.7133333333334,False,True,True,GPD CANDIDATE,835.9091,170.90909999999997,0.0,170.90909999999997
RYR7MW,B738,GMTT,LEBL,EIENG,380,9:50:00,15,11:05:00,D,184.0,665.0,590.0,15.0,False,RYR,740.1826666666667,False,True,False,EXEMPT INTERNATIONAL,666.0,1.0,1.0,0.0
VLG93NJ,A320,LKPR,LEBL,ECLVO,370,9:16:00,17,11:10:00,D,173.0,670.0,556.0,17.0,True,VLG,1242.692,False,True,True,GPD CANDIDATE,837.2727,167.2727,0.0,167.2727
VLG6109,A320,LIRF,LEBL,ECMFN,340,10:01:00,16,11:10:00,D,173.0,670.0,601.0,16.0,True,VLG,645.1133333333333,False,True,True,GPD CANDIDATE,838.6364,168.63639999999998,0.0,168.63639999999998
RZO506,A20N,LPPD,LEBL,CSTSK,390,7:59:00,9,11:10:00,D,180.0,670.0,479.0,9.0,True,RZO,2397.105333333334,False,True,True,GPD CANDIDATE,840.0,170.0,0.0,170.0
VLG996B,A320,GCLP,LEBL,ECLAB,380,8:22:00,14,11:15:00,D,173.0,675.0,502.0,14.0,True,VLG,2084.7346666666663,False,True,True,GPD CANDIDATE,841.3636,166.36360000000002,0.0,166.36360000000002
BAW474K,A20N,EGLL,LEBL,GTTNT,350,9:49:00,23,11:15:00,D,180.0,675.0,589.0,23.0,True,BAW,780.9266666666667,False,True,True,GPD CANDIDATE,842.7273,167.7273,0.0,167.7273
THY8XM,A321,LTFM,LEBL,TCJSC,360,8:26:00,20,11:20:00,D,207.0,680.0,506.0,20.0,True,THY,2016.8280000000002,False,True,True,GPD CANDIDATE,844.0909,164.09090000000003,0.0,164.09090000000003
VLG7UA,A320,EGLL,LEBL,ECODM,350,9:11:00,27,11:20:00,D,173.0,680.0,551.0,27.0,True,VLG,1310.5986666666668,False,True,True,GPD CANDIDATE,845.4545,165.45450000000005,0.0,165.45450000000005
VLG985G,A321,EDDH,LEBL,ECMLM,350,9:30:00,10,11:25:00,D,207.0,685.0,570.0,10.0,True,VLG,1351.342666666667,False,True,True,GPD CANDIDATE,846.8182,161.81820000000005,0.0,161.81820000000005
BTI9TZ,BCS3,EVRA,LEBL,YLABX,380,8:19:00,10,11:30:00,D,145.0,690.0,499.0,10.0,True,BTI,2383.5240000000003,False,True,True,GPD CANDIDATE,848.1818,158.18179999999995,0.0,158.18179999999995
SXS6E,B38M,LTBJ,LEBL,TCSMN,380,8:43:00,10,11:30:00,D,189.0,690.0,523.0,10.0,True,SXS,2057.572,False,True,True,GPD CANDIDATE,849.5455,159.54549999999995,0.0,159.54549999999995
VLG98ZH,A320,LFPO,LEBL,ECMAO,390,10:13:00,11,11:30:00,D,173.0,690.0,613.0,11.0,True,VLG,821.6706666666666,False,True,True,GPD CANDIDATE,850.9091,160.90909999999997,0.0,160.90909999999997
TRA73A,B738,EHRD,LEBL,PHHXB,390,9:50:00,10,11:35:00,D,184.0,695.0,590.0,10.0,True,TRA,1215.5293333333334,False,True,True,GPD CANDIDATE,852.2727,157.2727,0.0,157.2727
UAE256,B77L,MMMX,LEBL,A6EWG,390,0:55:00,10,11:35:00,B,317.0,695.0,55.0,10.0,False,UAE,9059.829666666668,True,False,False,EXEMPT INTERNATIONAL,696.0,1.0,1.0,0.0
ANE70RM,CRJX,LEBZ,LEBL,ECMLN,340,10:35:00,5,11:40:00,E,100.0,700.0,635.0,5.0,True,ANE,538.3146666666668,False,True,True,GPD CANDIDATE,853.6364,153.63639999999998,0.0,153.63639999999998
NJE451B,E55P,LEMG,LEBL,CSPJC,340,10:30:00,10,11:45:00,F,8.0,705.0,630.0,10.0,True,NJE,275.485,False,True,True,GPD CANDIDATE,855.0,150.0,0.0,150.0
UAL769,B788,KORD,LEBL,N20904,410,2:59:00,24,11:45:00,B,266.0,705.0,179.0,24.0,False,UAL,7202.8910000000005,True,False,False,EXEMPT INTERNATIONAL,705.0,0.0,0.0,0.0
UAE185,A388,OMDB,LEBL,A6EOT,400,4:25:00,10,11:45:00,A,492.0,705.0,265.0,10.0,False,UAE,6289.392000000001,False,False,False,EXEMPT INTERNATIONAL,708.0,3.0,3.0,0.0
VLG4SQ,A320,EGKK,LEBL,ECMXP,370,10:17:00,18,11:50:00,D,173.0,710.0,617.0,18.0,True,VLG,943.9026666666667,False,True,True,GPD CANDIDATE,856.3636,146.36360000000002,0.0,146.36360000000002
VLG2915,A20N,LFBD,LEBL,ECNFK,330,11:13:00,11,11:50:00,D,180.0,710.0,673.0,11.0,True,VLG,278.4173333333334,False,True,True,GPD CANDIDATE,857.7273,147.7273,0.0,147.7273
RYR9DX,B738,GCXO,LEBL,EIENF,380,8:54:00,4,11:55:00,D,184.0,715.0,534.0,4.0,True,RYR,2329.198666666667,False,True,True,GPD CANDIDATE,859.0909,144.09090000000003,0.0,144.09090000000003
UAL672,B772,KSFO,LEBL,N218UA,390,1:05:00,25,11:55:00,B,296.0,715.0,65.0,25.0,False,UAL,8987.293,True,False,False,EXEMPT INTERNATIONAL,717.0,2.0,2.0,0.0
VLG7339,A320,GMMI,LEBL,ECKDG,380,10:00:00,15,11:55:00,D,173.0,715.0,600.0,15.0,False,VLG,1283.4360000000001,False,True,False,EXEMPT INTERNATIONAL,720.0,5.0,5.0,0.0
RYR64VP,B738,LPPR,LEBL,EIEVT,320,10:25:00,15,12:00:00,D,184.0,720.0,625.0,15.0,True,RYR,1011.8093333333335,False,True,True,GPD CANDIDATE,860.4545,140.45450000000005,0.0,140.45450000000005
MAC375P,A320,GMMW,LEBL,CNNML,380,10:38:00,10,12:00:00,D,173.0,720.0,638.0,10.0,False,MAC,903.1586666666667,False,True,False,EXEMPT INTERNATIONAL,723.0,3.0,3.0,0.0
BEL9QH,A320,EBBR,LEBL,OOSNK,370,10:31:00,10,12:00:00,D,173.0,720.0,631.0,10.0,True,BEL,998.2280000000001,False,True,True,GPD CANDIDATE,861.8182,141.81820000000005,0.0,141.81820000000005
VLG9EK,A321,GCRR,LEBL,ECMMH,360,9:38:00,10,12:00:00,D,207.0,720.0,578.0,10.0,True,VLG,1718.0386666666668,False,True,True,GPD CANDIDATE,863.1818,143.18179999999995,0.0,143.18179999999995
VLG84YN,A321,LFPO,LEBL,ECMQB,330,10:44:00,8,12:05:00,D,207.0,725.0,644.0,8.0,True,VLG,916.74,False,True,True,GPD CANDIDATE,864.5455,139.54549999999995,0.0,139.54549999999995
RYR33UV,B738,LPPR,LEBL,EIDCW,320,10:30:00,15,12:05:00,D,184.0,725.0,630.0,15.0,True,RYR,1011.8093333333335,False,True,True,GPD CANDIDATE,865.9091,140.90909999999997,0.0,140.90909999999997
EJU91VG,A319,LSGG,LEBL,OELVG,290,11:05:00,10,12:05:00,D,144.0,725.0,665.0,10.0,True,EJU,604.3693333333334,False,True,True,GPD CANDIDATE,867.2727,142.2727,0.0,142.2727
IBE04BV,A321,LEMD,LEBL,ECJDR,280,11:11:00,16,12:10:00,D,207.0,730.0,671.0,16.0,True,IBE,509.3,False,True,True,GPD CANDIDATE,868.6364,138.63639999999998,0.0,138.63639999999998
RYR36EW,B738,LEPA,LEBL,9HQFK,180,11:37:00,17,12:10:00,D,184.0,730.0,697.0,17.0,True,RYR,142.604,False,True,True,GPD CANDIDATE,870.0,140.0,0.0,140.0
RYR37AR,B738,LEAL,LEBL,EIDLD,260,11:13:00,13,12:10:00,D,184.0,730.0,673.0,13.0,True,RYR,522.8813333333334,False,True,True,GPD CANDIDATE,871.3636,141.36360000000002,0.0,141.36360000000002
VLG9UZ,A21N,GCLP,LEBL,ECNYF,340,9:17:00,14,12:15:00,D,220.0,735.0,557.0,14.0,True,VLG,2152.6413333333335,False,True,True,GPD CANDIDATE,872.7273,137.7273,0.0,137.7273
WMT8097,A320,LRCL,LEBL,9HWDA,370,9:40:00,10,12:15:00,D,173.0,735.0,580.0,10.0,True,WMT,1894.5960000000002,False,True,True,GPD CANDIDATE,874.0909,139.09090000000003,0.0,139.09090000000003
VLG584F,A320,LEMG,LEBL,ECNUO,320,11:08:00,11,12:20:00,D,173.0,740.0,668.0,11.0,True,VLG,753.764,False,True,True,GPD CANDIDATE,875.4545,135.45450000000005,0.0,135.45450000000005
QTR25Q,B789,OTHH,LEBL,A7BHW,380,6:05:00,10,12:25:00,B,284.0,745.0,365.0,10.0,False,QTR,5287.923000000001,False,False,False,EXEMPT INTERNATIONAL,747.0,2.0,2.0,0.0
VLG93TY,A321,LIRF,LEBL,ECMLD,341,11:03:00,15,12:25:00,D,207.0,745.0,663.0,15.0,True,VLG,835.252,False,True,True,GPD CANDIDATE,876.8182,131.81820000000005,0.0,131.81820000000005
RAM964Y,B738,GMMN,LEBL,CNRGW,380,10:30:00,16,12:25:00,D,184.0,745.0,630.0,16.0,False,RAM,1269.8546666666666,False,True,False,EXEMPT INTERNATIONAL,750.0,5.0,5.0,0.0
RYR895N,B738,GMMX,LEBL,EIDCN,380,10:39:00,15,12:25:00,D,184.0,745.0,639.0,15.0,False,RYR,1161.204,False,True,False,EXEMPT INTERNATIONAL,753.0,8.0,8.0,0.0
VLG10LL,A20N,LEPA,LEBL,ECNBA,180,12:00:00,20,12:30:00,D,180.0,750.0,720.0,20.0,True,VLG,61.116,False,True,True,GPD CANDIDATE,878.1818,128.18179999999995,0.0,128.18179999999995
VLG9VN,A321,GCXO,LEBL,ECMOO,360,9:38:00,8,12:30:00,D,207.0,750.0,578.0,8.0,True,VLG,2152.6413333333335,False,True,True,GPD CANDIDATE,879.5455,129.54549999999995,0.0,129.54549999999995
PVA839P,GLEX,LFMN,LEBL,N551SW,290,11:32:00,12,12:30:00,E,13.0,750.0,692.0,12.0,True,PVA,400.03200000000004,False,True,True,GPD CANDIDATE,880.9091,130.90909999999997,0.0,130.90909999999997
VLG1HW,A320,GCFV,LEBL,ECKDH,380,9:48:00,10,12:35:00,D,173.0,755.0,588.0,10.0,True,VLG,2057.572,False,True,True,GPD CANDIDATE,882.2727,127.27269999999999,0.0,127.27269999999999
VLG4DX,A320,ESSA,LEBL,ECMKN,370,9:40:00,15,12:35:00,D,173.0,755.0,580.0,15.0,True,VLG,2098.3160000000003,False,True,True,GPD CANDIDATE,883.6364,128.63639999999998,0.0,128.63639999999998
VLG60GG,A320,EGBB,LEBL,ECMAI,390,11:07:00,12,12:35:00,D,173.0,755.0,667.0,12.0,True,VLG,957.484,False,True,True,GPD CANDIDATE,886.3636,131.36360000000002,0.0,131.36360000000002
VTB788,C650,BKPR,LEBL,HAJEM,390,10:23:00,5,12:40:00,F,8.0,760.0,623.0,5.0,False,VTB,585.695,False,True,False,EXEMPT INTERNATIONAL,762.0,2.0,2.0,0.0
RYR31UE,B38M,LEIB,LEBL,EIIJM,240,11:45:00,12,12:40:00,D,189.0,760.0,705.0,12.0,True,RYR,509.3,False,True,True,GPD CANDIDATE,887.7273,127.72730000000001,0.0,127.72730000000001
VLG8JV,A320,LFPG,LEBL,ECODN,310,11:29:00,24,12:45:00,D,173.0,765.0,689.0,24.0,True,VLG,631.532,False,True,True,GPD CANDIDATE,889.0909,124.09090000000003,0.0,124.09090000000003
VLG98EE,A320,LSGG,LEBL,ECMER,330,11:45:00,10,12:45:00,D,173.0,765.0,705.0,10.0,True,VLG,604.3693333333334,False,True,True,GPD CANDIDATE,890.4545,125.45450000000005,0.0,125.45450000000005
SWR87C,A321,LSZH,LEBL,HBIOD,330,11:31:00,14,12:45:00,D,207.0,765.0,691.0,14.0,True,SWR,740.1826666666667,False,True,True,GPD CANDIDATE,891.8182,126.81820000000005,0.0,126.81820000000005
RYR42EB,B738,EGGD,LEBL,EIDYX,370,11:20:00,15,12:45:00,D,184.0,765.0,680.0,15.0,True,RYR,875.9960000000001,False,True,True,GPD CANDIDATE,893.1818,128.18179999999995,0.0,128.18179999999995
VLG7HG,A320,LEAL,LEBL,ECOGE,260,11:48:00,13,12:50:00,D,173.0,770.0,708.0,13.0,True,VLG,590.788,False,True,True,GPD CANDIDATE,894.5455,124.54549999999995,0.0,124.54549999999995
EJU38KP,A20N,LPPT,LEBL,OELSQ,380,10:58:00,18,12:50:00,D,180.0,770.0,658.0,18.0,True,EJU,1201.948,False,True,True,GPD CANDIDATE,895.9091,125.90909999999997,0.0,125.90909999999997
NSZ5527,B738,ENBR,LEBL,SERPE,390,10:09:00,9,12:50:00,D,184.0,770.0,609.0,9.0,True,NSZ,1989.6653333333338,False,True,True,GPD CANDIDATE,897.2727,127.27269999999999,0.0,127.27269999999999
VLG70CR,A320,LEZL,LEBL,ECOFH,340,11:34:00,10,12:55:00,D,173.0,775.0,694.0,10.0,True,VLG,889.5773333333333,False,True,True,GPD CANDIDATE,898.6364,123.63639999999998,0.0,123.63639999999998
SVA229,A333,OEJN,LEBL,HZAQ11,380,7:30:00,0,12:55:00,B,284.0,775.0,450.0,0.0,False,SVA,4635.093,False,False,False,EXEMPT INTERNATIONAL,777.0,2.0,2.0,0.0
MSR767,A21N,HECA,LEBL,SUGFU,360,9:15:00,15,12:55:00,D,220.0,775.0,555.0,15.0,False,MSR,2709.476,False,True,False,EXEMPT INTERNATIONAL,780.0,5.0,5.0,0.0
DLH04P,A20N,EDDM,LEBL,DAINO,390,11:27:00,11,12:55:00,D,180.0,775.0,687.0,11.0,True,DLH,971.0653333333335,False,True,True,GPD CANDIDATE,900.0,125.0,0.0,125.0
RJA107,A20N,OJAI,LEBL,JYRAH,370,8:35:00,10,13:00:00,D,180.0,780.0,515.0,10.0,False,RJA,3388.5426666666667,False,False,False,EXEMPT INTERNATIONAL,781.3636,1.3636000000000195,1.3636000000000195,0.0
WZZ2JK,A320,EPKT,LEBL,HALWU,380,10:40:00,10,13:00:00,D,173.0,780.0,640.0,10.0,True,WZZ,1690.8760000000002,False,True,True,GPD CANDIDATE,901.3636,121.36360000000002,0.0,121.36360000000002
VLG2PL,A320,LEMG,LEBL,ECOJF,360,11:36:00,16,13:00:00,D,173.0,780.0,696.0,16.0,True,VLG,848.8333333333335,False,True,True,GPD CANDIDATE,902.7273,122.72730000000001,0.0,122.72730000000001
AEA41FY,B738,LEPA,LEBL,ECLQX,180,11:56:00,17,13:00:00,D,184.0,780.0,716.0,17.0,True,AEA,563.6253333333333,False,True,True,GPD CANDIDATE,904.0909,124.09090000000003,0.0,124.09090000000003
WMT523,A321,LROP,LEBL,HALXQ,350,10:33:00,10,13:05:00,D,207.0,785.0,633.0,10.0,True,WMT,1853.852,False,True,True,GPD CANDIDATE,906.8182,121.81820000000005,0.0,121.81820000000005
VLG7NU,A321,LEGR,LEBL,ECNLY,340,12:00:00,5,13:05:00,D,207.0,785.0,720.0,5.0,True,VLG,740.1826666666667,False,True,True,GPD CANDIDATE,908.1818,123.18179999999995,0.0,123.18179999999995
EWG2U,A319,EDDS,LEBL,DABGN,350,11:43:00,8,13:10:00,D,144.0,790.0,703.0,8.0,True,EWG,998.2280000000001,False,True,True,GPD CANDIDATE,909.5455,119.54549999999995,0.0,119.54549999999995
WMT227,A21N,LIPZ,LEBL,9HWNX,350,11:41:00,11,13:10:00,D,220.0,790.0,701.0,11.0,True,WMT,984.6466666666666,False,True,True,GPD CANDIDATE,910.9091,120.90909999999997,0.0,120.90909999999997
VLG52RX,A20N,LFPO,LEBL,ECNCU,390,11:56:00,8,13:15:00,D,180.0,795.0,716.0,8.0,True,VLG,889.5773333333333,False,True,True,GPD CANDIDATE,912.2727,117.27269999999999,0.0,117.27269999999999
VLG4HQ,A320,LEMH,LEBL,ECMAN,180,12:44:00,10,13:15:00,D,173.0,795.0,764.0,10.0,True,VLG,210.51066666666668,False,True,True,GPD CANDIDATE,913.6364,118.63639999999998,0.0,118.63639999999998
DLH91A,A321,EDDF,LEBL,DAISI,370,11:46:00,11,13:15:00,D,207.0,795.0,706.0,11.0,True,DLH,984.6466666666666,False,True,True,GPD CANDIDATE,915.0,120.0,0.0,120.0
TDR153,A320,LJLJ,LEBL,9ABTK,350,11:54:00,8,13:15:00,D,173.0,795.0,714.0,8.0,True,TDR,916.74,False,True,True,GPD CANDIDATE,916.3636,121.36360000000002,0.0,121.36360000000002
VOE55YD,A320,LFRS,LEBL,ECNPC,330,12:15:00,10,13:20:00,D,173.0,800.0,735.0,10.0,True,VOE,672.2760000000001,False,True,True,GPD CANDIDATE,917.7273,117.72730000000001,0.0,117.72730000000001
VLG795H,A320,EHAM,LEBL,ECMVE,370,11:32:00,24,13:20:00,D,173.0,800.0,692.0,24.0,True,VLG,1066.1346666666666,False,True,True,GPD CANDIDATE,919.0909,119.09090000000003,0.0,119.09090000000003
VOE67QG,A320,LIEO,LEBL,ECNOL,330,12:21:00,15,13:25:00,D,173.0,805.0,741.0,15.0,True,VOE,590.788,False,True,True,GPD CANDIDATE,920.4545,115.45450000000005,0.0,115.45450000000005
VLG34YJ,A319,LIRQ,LEBL,ECMIQ,360,12:08:00,20,13:25:00,D,144.0,805.0,728.0,20.0,True,VLG,699.4386666666667,False,True,True,GPD CANDIDATE,921.8182,116.81820000000005,0.0,116.81820000000005
NSZ2KT,B738,ESSA,LEBL,SERRF,390,10:20:00,15,13:25:00,D,184.0,805.0,620.0,15.0,True,NSZ,2234.1293333333333,False,True,True,GPD CANDIDATE,923.1818,118.18179999999995,0.0,118.18179999999995
BAW406,A319,EGLL,LEBL,GEUPN,350,11:53:00,18,13:30:00,D,144.0,810.0,713.0,18.0,True,BAW,998.2280000000001,False,True,True,GPD CANDIDATE,924.5455,114.54549999999995,0.0,114.54549999999995
RYR7451,B738,LIRF,LEBL,9HQEK,330,12:22:00,14,13:30:00,D,184.0,810.0,742.0,14.0,True,RYR,658.6946666666668,False,True,True,GPD CANDIDATE,925.9091,115.90909999999997,0.0,115.90909999999997
AFR83CM,BCS3,LFPG,LEBL,FHZUN,370,12:05:00,14,13:30:00,D,145.0,810.0,725.0,14.0,True,AFR,889.5773333333333,False,True,True,GPD CANDIDATE,927.2727,117.27269999999999,0.0,117.27269999999999
VLG4MY,A320,LEMH,LEBL,ECMVO,180,12:59:00,9,13:35:00,D,173.0,815.0,779.0,9.0,True,VLG,291.9986666666667,False,True,True,GPD CANDIDATE,928.6364,113.63639999999998,0.0,113.63639999999998
BNI5V,C525,LFKF,LEBL,SPDLV,290,12:29:00,10,13:35:00,F,6.0,815.0,749.0,10.0,True,BNI,233.815,False,True,True,GPD CANDIDATE,930.0,115.0,0.0,115.0
VLG44NF,A320,LEBB,LEBL,ECJYX,300,12:47:00,9,13:35:00,D,173.0,815.0,767.0,9.0,True,VLG,454.97466666666674,False,True,True,GPD CANDIDATE,931.3636,116.36360000000002,0.0,116.36360000000002
IBE26VE,A332,KSFO,LEBL,ECODB,410,3:35:00,25,13:35:00,B,281.0,815.0,215.0,25.0,False,IBE,8261.926333333335,False,False,False,EXEMPT INTERNATIONAL,815.4545,0.45450000000005275,0.45450000000005275,0.0
